ucb_1_sample_1pi_0.25,0.965480412,0.967793601,0.9651245546666667,0.964946622,0.9622775796
ucb_1_sample_1pi_0.5,0.9647686740000001,0.9683274000000001,0.9653618013333333,0.964679713,0.9621352291999999
ucb_1_sample_1pi_0.75,0.9658363059999999,0.9688612110000001,0.9664294166666666,0.9674377215,0.9639145932
ucb_1_sample_2pi_0.25,0.963701052,0.9704626339999999,0.96749703,0.9687722434999999,0.9655515992000001
ucb_1_sample_2pi_0.5,0.9658362859999998,0.9706405659999999,0.9671411566666667,0.9685943160000001,0.9655516028000001
ucb_1_sample_2pi_0.75,0.9658362859999998,0.9706405590000001,0.9672597780000001,0.9686832835000001,0.9653380796000001
ucb_mixture_2_sample_1pi_0.25,0.9651245599999999,0.970106758,0.9685646426666666,0.9717971485,0.967544484
ucb_mixture_2_sample_1pi_0.5,0.9654804199999999,0.9708184980000001,0.9686832693333333,0.9719750859999999,0.9672597836
ucb_mixture_2_sample_1pi_0.75,0.9654804199999999,0.971352299,0.9688018906666667,0.9717971425,0.967259786
ucb_mixture_2_sample_2pi_0.25,0.964768686,0.9699288090000001,0.9686832666666666,0.9713523065,0.9676868348
ucb_mixture_2_sample_2pi_0.5,0.9644128139999999,0.9693950060000001,0.9683273873333335,0.9713523000000001,0.9674733127999999
ucb_mixture_2_sample_2pi_0.75,0.964768694,0.9693950060000001,0.9680901413333333,0.9714412684999999,0.9677580031999999
